name,url,details
Rakuten VDP,https://bugcrowd.com/rakuten-vdp,"


No technology is perfect and Rakuten believes that working with skilled security researchers across the globe is crucial in identifying weaknesses in any technology. We are excited for you to participate as a security researcher to help us identify vulnerabilities in our we assets. Good luck, and happy hunting!
Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
eazyBI,https://bugcrowd.com/eazybi,"


This bounty is part of the Atlassian Marketplace Bounty Program
Analyze and visualize your Jira and Confluence data with just a few clicks.
Get Started

Do not access, impact, destroy or otherwise negatively impact eazyBI SIA or Atlassian customers, or customer data in any way.
Ensure that you use your @bugcrowdninja.com email address.
Ensure you understand the targets, scopes, exclusions, and rules below.
​

Quick Links
You can follow the links here to the targets of the eazyBI program:

eazyBI Reports and Charts for Jira
eazyBI Reports and Charts for Confluence
eazyBI Documentation

IMPORTANT. The links to targets (except the Documentation) are the location where you can access the eazyBI app from the Atlassian Marketplace. Please, refrain from affecting the listing of the eazyBI app on the Marketplace (e.g. by posting reviews) as it is not in the scope of this program.
Focus Areas
We're more interested in traditional web application vulnerabilities. Below is a list of some of the vulnerability classes that we are seeking reports for:

Server-side Remote Code Execution (RCE)
Server-Side Request Forgery (SSRF)
Stored/Reflected Cross-site Scripting (XSS)
Cross-site Request Forgery (CSRF)
SQL Injection (SQLi)
HTML injection
Access Control Vulnerabilities (Insecure Direct Object Reference issues, etc)
Path/Directory Traversal Issues
​

Ensure you review the out of scope and exclusions list for further details.
Please ensure you're being non-destructive whilst testing and are only testing using accounts and instances created via the instructions under ""Creating your instance"". Any testing/spamming live support portals or Marketplace sites will disqualify you and you will be banned from Atlassian programs.

Ratings/Rewards:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal and make a case for a higher priority. Please see below for deviations.
Note: eazyBI uses CVSS to consistently score security vulnerabilities. Where discrepancies between the VRT and CVSS score exist, eazyBI will defer to the CVSS score to determine the priority.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
The Coca-Cola Company Vulnerability Disclosure Program,https://bugcrowd.com/coca-cola,"


Welcome
Our purpose is to refresh the world and make a difference, and we can’t do that without trust. Central to maintaining this trust is the protection of the information that we’ve been entrusted with by consumers, our customers and partners, and investors.  The Coca-Cola Company recognizes the positive contributions of security researchers and welcomes you to participate in our vulnerability disclosure program.
Ground Rules for Researchers

While use of automated scanning tools is not prohibited, our security operations team routinely blocks broad and persistent scanning activity.  You should limit the scope and frequency of any scanning to prevent this, we'd suggest no more than 5 requests per second.
Where possible, please include UA-Bugcrowd in your request header as the User-Agent value. 
 If you create an identity/account for the purposes of testing an in-scope target, please use your @bugcrowdninja.com email address.
While testing DoS attacks remains out of scope based on Bugcrowd's standard program terms, we further ask that you be mindful when testing DoS-related functions such as rate limiting of user actions.  If you choose to do do this, please keep your requests in the dozens, not in the hundreds or thousands, while also continuing to comply with the with the requests per second rules above.
Please avoid techniques/PoCs that are likely to cause alarms in security monitoring such as opening shells on remote servers.  Please coordinate with us in advance on these.





Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Leading digital transaction provider. New mobile targets introduced recently!,https://bugcrowd.com/programs/teasers/Jpzfw2e8eSJaYSjdN9TGiK8d,"


If you join this program you will be testing this company’s REST API, SOAP API and a number of web applications. Recently introduced new mobile targets for testing as well.


Rating
Range



P1
$2,000-$3,000


P2
$1,000-$1,250


P3
$250-$500


P4
$100-$150





Reward range
Last updated 31 May 2022 18:49:08 UTC




Technical severity
Reward range






p1


Critical



$4,000 - $5,000





p2


Severe



$1,800 - $2,100





p3


Moderate



$750 - $1,000





p4


Low



$100 - $200








P5 submissions do not receive any rewards for this program.




Targets




website




api




android




other




ios





There are 10 total targets for this program. Six web applications, two API’s and 2 mobile targets.




Program rules



Learn more about Bugcrowd’s VRT.



"
A fantasy sports platform with over 100 million users,https://bugcrowd.com/programs/teasers/APnRLRQMhtdKEokr6Sd3TWEi,"


We would like to cordially invite security researchers to our bug bounty program, where you can help us protect and strengthen our fantasy sports platform by proactively conducting vulnerability research and identifying security shortfalls.
As we are engaged with over 100 Million users and process more than 80 Million requests per minute on the edge layer, we have also added many new and exciting features to our applications. We would welcome security researchers to test them.



Reward range
Last updated 10 Sep 2021 00:19:51 UTC




Technical severity
Reward range






p1


Critical



$4,500 - $8,000





p2


Severe



$2,100 - $4,000





p3


Moderate



$1,000 - $2,000





p4


Low



$500 - $1,000








P5 submissions do not receive any rewards for this program.




Targets




website




ios




android





Using a combination of HTML5, Javascript and GraphQL on a number of the targets in scope




Program rules



Learn more about Bugcrowd’s VRT.



"
Cengage VDP,https://bugcrowd.com/cengage-vdp,"


Cengage looks forward to working with the security community to find vulnerabilities in order to keep our businesses and customers safe.
Program Rules

Please provide detailed reports with reproducible steps. If the report is not detailed enough to reproduce the issue, the issue may not be marked as triaged.
Submit one vulnerability per report, unless you need to chain vulnerabilities to provide impact.
When duplicates occur, we only triage the first report that was received (provided that it can be fully reproduced).
Multiple vulnerabilities caused by one underlying issue will be treated as one valid report.
Social engineering (e.g. phishing, vishing, smishing) is prohibited.
Make a good faith effort to avoid privacy violations, destruction of data, and interruption or degradation of our service. Only interact with accounts you own or with explicit permission of the account holder.

Program Restrictions

Security vulnerabilities in third-party products or websites that are not under Cengage’s direct control may not be accepted.
Automated scanning against the assets in-scope are not allowed at this time
While testing please use your bugcrowdninja.com email.
While running any scans append your bugcrowdninja.com email as an additional header in your requests.
Limit account creation to 2 accounts total for any testing.
Please restrict the amount of requests to a maximum of 20 per minute.
Stored XSS: While testing for S-XSS on posts/forms please be aware that these systems are production and visible by normal users. Please delete your PoC as soon as you have validated your finding and submitting your report. Additionally, for the alert payload please use the following language ""This is only a test"".





Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Okta,https://bugcrowd.com/okta,"


We believe community researcher participation and building a secure foundation plays an integral role in protecting our customers and their data. We appreciate all security submissions and strive to respond in an expedient manner.
Okta is a cloud-based identity service that connects people to their applications from any device, anywhere, anytime. The Okta Identity Cloud provides directory services, single sign-on, strong authentication, provisioning, mobile device management and API access management. It comes with built-in reporting, and integrates deeply with cloud, mobile and on-premises applications, directories and identity management systems.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.

In addition to the above standard disclosure terms, by participating in this program, you're agreeing to abide by Okta's Vulnerability Disclosure Policy and Supplemental Terms.
This bounty requires explicit permission to disclose the results of a submission.




"
United Airlines,https://bugcrowd.com/united-vdp,"


At United, we take your safety, security and privacy seriously. We utilize best practices and are confident that our systems are secure. We are committed to protecting our customers' privacy and the personal data we receive from them, which is why we offer a vulnerability disclosure program — the first of its kind within the airline industry. We believe that this program will further bolster our security and allow us to continue to provide excellent service. If you think you have discovered a potential vulnerability that affects our websites, apps and/or online portals, please let us know. If the submission meets our requirements, we'll gladly reward you for your time and effort.
Ratings/Rewards:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.
The reward for disclosing an eligible vulnerability may vary depending on the severity of the vulnerability. The United Security team will determine the severity of the vulnerability after reviewing the submission, using a combination of the Common Vulnerability Scoring System (CVSS) and OWASP Risk Rating Methodology. Researchers will be paid out upon successful validation of their submission.  Several submissions may be considered one vulnerability at United's discretion. 
Eligibility requirements
To ensure that submissions and payouts are fair and relevant, the researcher and the vulnerability must be eligible according the United disclosure program terms, including, but not limited to, the following requirements:

All vulnerabilities must be new discoveries. Award miles will be provided only to the first researcher who submits a particular vulnerability.
The researcher must be a MileagePlus® member in good standing of at least 18 years of age. If you're not yet a member, join the MileagePlus program now.
The researcher must not reside in a country currently on a United States sanctions list.
The researcher submitting the vulnerability must not be a current or former employee of United Airlines, any Star Alliance™ member airline or any other partner airline, a contractor of United Airlines, or a family member or household member of an employee of United Airlines or any partner airline.
The researcher submitting the vulnerability must not be the author of or have any prior affiliation with the vulnerable code.


Rules of Engagement:

Provide details of the vulnerability finding, including information needed to reproduce and validate the vulnerability using the submission form.
All vulnerabilities must pose a security threat in order to be eligible for a reward. United is ultimately responsible for determining the severity of an issue.
Vulnerabilities or potential vulnerabilities you discover may not at any time be disclosed publicly or to a third-party. Doing so will disqualify you from receiving award miles.
Do not attempt to conduct post-exploitation, including modification or destruction of data, and interruption or degradation of United services.
Do not attempt to perform brute-force attacks, denial-of-service attacks, compromise or testing of United accounts that are not your own.
Do not attempt any testing on aircraft or aircraft systems such as inflight entertainment or inflight Wi-Fi.
Do not attempt to target United employees or customers using methods, including social engineering attacks, phishing attacks or physical attacks.
Do not perform physical attacks against United airport facilities.
Do not use automated scanners/tools.


Testing is only authorized on the targets listed as In-Scope. Any domain/property of United not listed in the targets section is out of scope. This includes any/all subdomains not listed above.  IF you happen to identify a security vulnerability on a target that is not in-scope, but that demonstrably belongs to United, it may be reported to this program and at United's discretion may be accepted and eligible for a reduced payout amount. Otherwise, out of scope submissions will be marked as ‘not applicable’ and will not be eligible for miles or points-based compensation.

Submission Instructions:
Please be aware that this program does not pay out any monetary rewards, they pay out in frequent flier miles for the United MileagePlus Program.
When submitting to the United program for the first time, please retrieve the tax forms from the below URLs and fill them out. When you make your first submission, encrypt the file with the attached United_VDP_Public_Key.txt. This will allow the United team to process your tax form at the end of the year for any miles that you have earned on the program. 

W8BEN.pdf
W9.pdf

If you do not wish to receive miles for your submission and would like to have them donated to the charity of your choice, that is acceptable as well. Please include the charity that you would like them donated too. 





Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
FIS,https://bugcrowd.com/fis,"


No technology is perfect and FIS believes that working with skilled security researchers across the globe is crucial in identifying weaknesses in any technology. We are excited for you to participate as a security researcher to help us identify vulnerabilities in our web apps. Good luck, and happy hunting!
Policy
FIS looks forward to working with the security community to find security vulnerabilities in order to keep our businesses and customers safe. FIS will make a best effort to respond to incoming reports within 5 business days and make a bounty determination after validating a legitimate security issue within 10 business days. We’ll try to keep you informed about our progress throughout the process. We encourage researchers to submit vulnerabilities in accordance with the following rules of engagement. Please ensure you following these guidelines to be eligible for a reward.
 
Program Rules

Do not publicly disclose a bug.
Impacting our customers or customer data without our explicit approval is strictly prohibited.
We reserve the right not to pay bounties for security bugs found in sites that are not owned/maintained by FIS. Please see scoping section for more details.
Any proof of concepts should NOT include images/statements that could cause reputational damage to FIS or it's customers. For example - Brand damage/tagging on takeover pages.
Multiple vulnerabilities caused by one underlying issue will be awarded one bounty.
Internal pivoting, scanning, exploiting, or exfiltration data from internal FIS systems is forbidden. If you have * identified an RCE or similar vulnerability, please feel free to check in with us on how to best safely demonstrate a proof of concept.
Post-authentication vulnerabilities are much more likely to have internal duplicates and single core fixes.
Social engineering (e.g. phishing, vishing, smishing) is strictly prohibited.
Please provide detailed reports with reproducible steps. If the report is not detailed enough to reproduce the issue, the issue will not be eligible for a reward.
Submit one vulnerability per report, unless you can chain the vulnerabilities.
When duplicates occur, we only award the first report that was received (provided that it can be fully reproduced).
Do not perform any testing that causes degradation to FIS services; e.g. denial of service, or heavy automated scanning.
We reserve the right not to pay bounties for security bugs in or caused by additional third party software (e.g. binary plugins, extensions). If you have questions as to whether something is in scope, please ask us.

 
Out of scope vulnerabilities
When reporting vulnerabilities, please consider (1) attack scenario / exploitability, and (2) security impact of the bug.
The following issues are considered out of scope and are not included within our programme. Any reports of vulnerabilities in these domains will be closed as N/A and will not qualify for a bounty.

Reflective XSS
Any social engineering based attacks (getting a user to click a malicious/attacker controlled link, etc)
Subdomain Takeovers
Denial of service or Spamming (including layer 7 DOS attacks & Slowloris)
Clickjacking on pages with no sensitive actions.
Unauthenticated/logout/login CSRF.
Attacks requiring MITM or physical access to a user's device.
Previously known vulnerable libraries without a working Proof of Concept.
Comma Separated Values (CSV) injection without demonstrating a vulnerability.
Content spoofing and text injection issues without showing an attack vector/without being able to modify HTML/CSS
Reports from automated tools or scans (without accompanying demonstration of exploitability)
Software version disclosure (without accompanying demonstration of exploitability)
Use of a known-vulnerable library (without evidence of exploitability)
Open redirects
Rate limiting issues that lead to spam
SPF/DMARC records
Missing best practices
Reports of insecure SSL/TLS issues (ciphers, certificates, etc)
User existence/enumeration vulnerabilities
Password and account recovery policies, such as reset link expiration or password complexity
Social engineering attacks against FIS employees, contractors, merchants, or business partners.
Any physical attempts against FIS property or data centers
Missing security headers (HSTS, CSP, etc) which do not lead directly to a vulnerability
Presence of autocomplete attribute on web forms
Host header injections unless you can show how they can lead to stealing user data.
Insecure cookie settings for non-sensitive cookies.
Vulnerabilities affecting users of outdated browsers or platforms
Issues related to software or protocols not under FIS control
Issues related to descriptive/verbose error messages
Issues which require physical access to a victim’s computer
Vulnerabilities in third party applications which make use of the FIS API
Vulnerabilities which involve privileged access to a victim's device(s)
Recently disclosed zero-day vulnerabilities. Please see announcement regarding this, we will reward 10% of the payout within the first 14 days from the Vendor releasing a patch, or full amount after 14 days.
Flash based vulnerabilities
Github leaks without demonstration of impact

 
Public Disclosure
As this is a private program, please do not discuss this program or any vulnerabilities (even resolved ones) outside of the program without express consent from the organization.
 
Internal Duplicates
Due to the number of assets being added into scope over the coming months, there will be some vulnerabilities that we're internally aware of. We will do our best to avoid these and will work to be as transparent as possible should you file a duplicate.
 
Access/Credentials

FIS does not provide authentication for accounts
Wherever possible, researchers should include 'Bugcrowd Bug Bounty' in plaintext to allow our SOC team to deconflict logging data
Access from Digital Ocean IP's may be restricted
Access from non US IP's may be restricted by our WAF

 
Third parties
Unfortunately this bug bounty program is not open to Third parties used for security testing, application development, etc. 
 
 
Please ensure that any FIS site you're testing belongs to FIS. This is possible using SSL Certs and DNS lookups. Please do NOT rely on Wikipedia to confirm what companies FIS have acquired. If you have any concerns about if an asset belongs to FIS, please reach out to Bugcrowd Support.
FIS provides a wide range of financial products and services, this includes web development, application hosting and DNS services. As of which, there will be a number of sites where FIS only owns a section of them. There will also be situations where we host the site, own the domain but are not contractually responsible for the security on that site. We strive to be as transparent as possible with our bug bounty community; if a report comes in that meets this criteria, we will work with the researcher to determine the best path forward, which may include engaging the customer/client.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Lbrands Victoria's Secret - VDP Pro,https://bugcrowd.com/lbrands-vs-vdp,"


Victoria's Secret takes its responsibility to protect customer experiences seriously, and we believe that working with skilled security researchers across the globe is a critical component to our process.  We are excited for you to participate as a security researcher to help us identify vulnerabilities in our web apps. Good luck, and happy hunting!
Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Federal Communications Commission: Vulnerability Disclosure Program,https://bugcrowd.com/fcc-vdp,"


Introduction
The Federal Communications Commission (FCC) is committed to ensuring the security of the American public by protecting their information. This policy is intended to give security researchers clear guidelines for conducting vulnerability discovery activities and to convey our preferences in how to submit discovered vulnerabilities to us.
This policy describes what systems and types of research are covered under this policy, how to send us vulnerability reports, and how long we ask security researchers to wait before publicly disclosing vulnerabilities.
We encourage you to contact us to report potential vulnerabilities in our systems.
Authorization
If the FCC determines that you made a good faith effort to comply with this policy during your security research, we will consider your research to be authorized, we will work with you to understand and resolve potential issues quickly, and the FCC will not recommend or pursue legal action related to your research. Should legal action be initiated by a third party against you for activities that were conducted in accordance with this policy, we will make this authorization known.
1 “In the context of [the Cybersecurity and Infrastructure Security Agency’s Binding Operational Directive 20-01], “good faith” means security research conducted with the intent to follow an agency’s [Vulnerability Disclosure Policy (VDP)] without any malicious motive; [the FCC] may evaluate an individual’s intent on multiple bases, including by their actions, statements, and the results of their actions. In other words, good faith security research means accessing a computer or software solely for purpose of testing or investigating a security flaw or vulnerability and disclosing those findings in alignment with the VDP. The security researcher’s actions should be consistent with an attempt to improve security and to avoid doing harm, either by unwarranted invasions of privacy or causing damage to property.” Additional information on what is meant by good faith can be found at https://cyber.dhs.gov/bod/20-01/#what-does-the-directive-mean-by-good-faith.
Guidelines
Under this policy, “research” means activities in which you:

Notify us as soon as possible after you discover a real or potential security issue.
Make every effort to avoid privacy breaches, degradation of user experience, disruption to production systems, and destruction or manipulation of data. In the event you encounter personally identifiable information during your testing, you will immediately cease testing and notify the FCC.
Only use exploits to the extent necessary to confirm a vulnerability’s presence. Do not use an exploit to compromise or exfiltrate data, establish command line access and/or persistence, or use the exploit to pivot to other systems.
Provide us a minimum of 90 day’s to resolve the issue before requesting to publicly disclose the report.
Do not submit a high volume of low-quality reports.

Once you’ve established that a vulnerability exists or encounter any sensitive data (including personally identifiable information, financial information, or proprietary information or trade secrets of any party), you must stop your test, notify us immediately, and not disclose this data to anyone else.
Test methods
The following test methods are not authorized:

Network denial of service (DoS or DDoS) tests or other tests that impair access to or damage a system or data (Such as Brute Force Testing).
Physical testing (e.g. office access, open doors, tailgating), social engineering (e.g. phishing, vishing), or any other non-technical vulnerability testing. 





Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Department of Homeland Security: Vulnerability Disclosure Program,https://bugcrowd.com/dhs-vdp,"


DHS has a unique information and communications technology footprint that is tightly interwoven and globally deployed. Many DHS technologies are deployed in critical infrastructure systems and, to varying degrees, support ongoing homeland security operations; the proper functioning of DHS systems and applications can have a life-or-death impact on DHS personnel and international allies and partners of the United States.
Our information systems provide critical services in support of the widespread, critical missions of DHS. Maintaining the security of our networks is a high priority at DHS. Ultimately, our network security ensures that we can accomplish our missions and contribute to the success of the individuals who contribute to the mission success.
DHS recognizes that security researchers regularly contribute to the work of securing organizations and the Internet as a whole. Therefore, DHS invites reports of any vulnerabilities discovered on internet-accessible DHS information systems, applications, and websites [1]. Information submitted to DHS under this policy will be used for defensive purposes – to mitigate or remediate vulnerabilities in our networks. This program upholds the DHS motto “See Something – Say Something” in the virtual environment by positively engaging with and establishing a communication loop between researchers and DHS.
Hereinafter, researcher [2] may be referred to as “you” or “your” and DHS may be interchangeably used in conjunction with or alternatively referenced as “we”, “our”, or “us”.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
National Labor Relations Board: Vulnerability Disclosure Program,https://bugcrowd.com/nlrb-vdp,"


The National Labor Relations Board (“NLRB”) is committed to maintaining the security of all of our systems, including our electronic information systems, and protecting sensitive information from unauthorized disclosure.
This policy identifies certain information systems and types of security research implicated by federal Coordinated Vulnerability Disclosure (CVD) methodologies for cybersecurity risk management programs. It also describes how vulnerability reports should be forwarded to the Agency, and how long the Agency asks security reporters to wait before publicly disclosing vulnerabilities.
We encourage security researchers to contact us to report potential vulnerabilities identified in NLRB systems. For reports submitted in compliance with this policy, the NLRB will acknowledge receipt within three business days, endeavor to timely validate submissions, implement corrective actions if appropriate, and inform submitters of the disposition of reported vulnerabilities.
As a general policy, without specific promise or consideration, the Agency will consider reports received under the steps and procedures outlined herein to be evidence of good faith efforts to assist and comply with Agency vulnerability priorities and will make reasonable efforts to resolving reported issues without the recommendation of legal action. This statement does not constitute a waiver of any right or obligation on the part of the United States or the National Labor Relations Board.
Guidelines
Under this policy, “research” means activities in which you:

Notify us as soon as possible after you discover a real or potential cybersecurity issue.
Make every effort to avoid privacy violations, degradation of user experience, disruption to production systems, and destruction or manipulation of data.
Only use exploits to the extent necessary to confirm a vulnerability’s presence. Do not use an exploit to compromise or exfiltrate data, establish command line access and/or persistence, or use the exploit to pivot to other systems.
Provide us a reasonable amount of time to resolve the issue before you disclose it publicly.
Do not submit a high volume of low-quality reports.
Once you’ve established that a vulnerability exists or encounter any sensitive data (including personally identifiable information, financial information, or proprietary information or trade secrets of any party), you must stop your test, notify us immediately, and not disclose this data to anyone else.

Test Methods
Security researchers are not authorized to:

test any system other than the systems set forth in the ‘Scope’ section below,
disclose vulnerability information except as set forth in the ‘Reporting a Vulnerability and ‘Disclosure’ sections below,
engage in physical testing of facilities or resources,
engage in social engineering,
send unsolicited electronic mail to NLRB users, including “phishing” messages,
execute or attempt to execute “Denial of Service” or “Resource Exhaustion” attacks,
introduce malicious software,
test in a manner which could degrade the operation of NLRB systems; or intentionally impair, disrupt, or disable NLRB systems,
test third-party applications, websites, or services that integrate with or link to or from NLRB systems,
delete, alter, share, retain, or destroy NLRB data, or render NLRB data inaccessible, or,
use an exploit to exfiltrate data, establish command-line access, establish a persistent presence on NLRB systems, or “pivot” to other NLRB systems.

Security researchers may:

view or store NLRB nonpublic data only to the extent necessary to document the presence of a potential vulnerability.

Security researchers must:

cease testing and notify us immediately upon discovery of a vulnerability,
cease testing and notify us immediately upon discovery of an exposure of nonpublic data, and,
purge any stored NLRB nonpublic data upon reporting a vulnerability.





Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Federal Retirement Thrift Investment Board : Vulnerability Disclosure Program,https://bugcrowd.com/frtib-vdp,"


The Federal Retirement Thrift Investment Board (FRTIB) is committed to ensuring the security of FRTIB information and to preventing unauthorized access, modification, use, or disclosure. FRTIB recognizes that a vulnerability disclosure policy is an important element of an effective vulnerability management program and critical to the security of internet-accessible information systems. FRTIB is publishing a vulnerability disclosure policy in order to encourage meaningful collaboration between the FRTIB and the public and to enable the FRTIB to remediate vulnerabilities before they can be exploited by an adversary.
The purpose of this policy is to establish the FRTIB Vulnerability Disclosure Policy, to define authorized and prohibited research and activities, to define how vulnerabilities are reported and communicated to the Agency, and the requirements for disclosing vulnerability information to public on behalf of the Agency as a ‘Reporter’.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Millennium Challenge Corporation: Vulnerability Disclosure Program,https://bugcrowd.com/mcc-vdp,"


Introduction
The Millennium Challenge Corporation (“MCC”) is committed to ensuring the security of the American public by protecting their information. This policy is intended to give security researchers clear guidelines for conducting vulnerability discovery activities and to convey our preferences in how to submit discovered vulnerabilities to us.
This policy describes what systems and types of research are covered under this policy, how to send us vulnerability reports, and how long we ask security researchers to wait before publicly disclosing vulnerabilities.
We encourage you to contact us to report potential vulnerabilities in our systems.
For reports submitted in compliance with this policy, the MCC will acknowledge receipt within ten (ten) business days, endeavor to timely validate submissions, implement corrective actions if appropriate, and inform researchers of the disposition of reported vulnerabilities.
Authorization
If you make a good faith effort to comply with this policy during your security research, we will consider your research to be authorized, we will work with you to understand and resolve the issue quickly, and MCC will not recommend or pursue legal action related to your research. Should legal action be initiated by a third party against you for activities that were conducted in accordance with this policy, we will make this authorization known.
Guidelines
Under this policy, “research” means activities in which you:

Notify us as soon as possible after you discover a real or potential security issue.
Make every effort to avoid privacy violations, degradation of user experience, disruption to production systems, and destruction or manipulation of data.
Only use exploits to the extent necessary to confirm a vulnerability’s presence. Do not use an exploit to compromise or exfiltrate data, establish command line access and/or persistence, or use the exploit to pivot to other systems.
Provide us a reasonable amount of time to resolve the issue before you disclose it publicly.
Do not submit a high volume of low-quality reports.

Once you have established that a vulnerability exists or encounter any sensitive data (including personally identifiable information, financial information, or proprietary information or trade secrets of any party), you must stop your test, notify us immediately, and not disclose this data to anyone outside of your organization, or publicly until you follow the ‘Disclosure’ section below.
Test Methods
The following test methods are not authorized:

Test any system other than the systems set forth in the ‘Scope’ section below.
Disclose vulnerability information except as set forth in the ‘Reporting a Vulnerability’ and ‘Disclosure’ sections below.
Engage in physical testing of facilities or resources.
Engage in social engineering.
Send unsolicited electronic mail to MCC users, including “phishing” messages.
Execute or attempt to execute a denial of service (DoS) attack, a distributed denial of service (DDoS) attack, attempt any type of resource exhaustion attack on MCC networks or systems. Intentionally or unintentionally impair, disrupt, or disable MCC networks or systems, or test in a manner which could degrade the operation of MCC networks or systems.
Introduce malicious software.
Test third-party applications, websites, or services that integrate with or link to or from MCC systems.
Delete, alter, share, retain, or destroy MCC data, or render MCC data inaccessible, or, use an exploit to exfiltrate data, establish command line access, establish a persistent presence on MCC systems, or “pivot” to other MCC systems.

Security researchers may:
View or store MCC nonpublic data only to the extent necessary to document the presence of a potential vulnerability.
Security researchers must:

cease testing and notify us immediately upon discovery of a vulnerability,
cease testing and notify us immediately upon discovery of an exposure of nonpublic data, and,
purge any stored MCC nonpublic data upon reporting a vulnerability





Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
United States Department of Agriculture: Vulnerability Disclosure Program,https://bugcrowd.com/usda-vdp,"


INTRODUCTION
USDA is committed to ensuring the security of the American public by protecting their information. This policy is intended to give security researchers clear guidelines for conducting vulnerability discovery activities and to convey our procedures on submitting reports on discovered vulnerabilities.
This policy describes what websites and types of research are covered under this policy, how to submit vulnerability reports, and how long we ask security researchers to wait before publicly disclosing vulnerabilities.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
